id,observed_on,time_observed_at,quality_grade,latitude,longitude,geoprivacy,scientific_name,common_name,iconic_taxon_name,taxon_id,taxon_kingdom_name,taxon_phylum_name,taxon_class_name
20835766,2/28/19,2019-02-28 18:28:47 UTC,research,36.01340338,-78.89166505,,Ficaria verna,lesser celandine,Plantae,204321,Plantae,Tracheophyta,Magnoliopsida
20835773,2/28/19,2019-02-28 18:59:40 UTC,research,36.00791491,-78.89714876,,Ficaria verna,lesser celandine,Plantae,204321,Plantae,Tracheophyta,Magnoliopsida
20835778,2/28/19,2019-02-28 19:17:13 UTC,research,36.01557241,-78.89719056,,Ficaria verna,lesser celandine,Plantae,204321,Plantae,Tracheophyta,Magnoliopsida
20835782,2/28/19,2019-02-28 19:22:53 UTC,research,36.01583839,-78.89704692,,Ficaria verna,lesser celandine,Plantae,204321,Plantae,Tracheophyta,Magnoliopsida
20836018,2/28/19,2019-02-28 20:55:24 UTC,research,36.0217198078,-78.8986359537,,Vinca major,greater periwinkle,Plantae,53326,Plantae,Tracheophyta,Magnoliopsida
20979281,3/5/19,2019-03-05 21:50:52 UTC,research,36.0308358,-78.8975511,,Viburnum tinus,Laurustinus viburnum,Plantae,82666,Plantae,Tracheophyta,Magnoliopsida
21116688,2/7/19,2019-02-07 22:34:28 UTC,research,36.01005047,-78.90598372,,Anolis carolinensis,Green Anole,Reptilia,36514,Animalia,Chordata,Reptilia
21129827,3/10/19,2019-03-10 18:34:49 UTC,research,36.0128342899,-78.9266210891,,Erythronium umbilicatum,dimpled trout lily,Plantae,162725,Plantae,Tracheophyta,Liliopsida
21147631,3/11/19,2019-03-11 16:48:54 UTC,research,36.0038,-78.9012083333,,Veronica hederifolia,Ivy-leaved Speedwell,Plantae,56129,Plantae,Tracheophyta,Magnoliopsida
21171361,3/11/19,2019-03-11 20:55:39 UTC,research,36.0077638833,-78.9227833333,,Lamium amplexicaule,henbit deadnettle,Plantae,55459,Plantae,Tracheophyta,Magnoliopsida
21191750,3/10/19,,research,36.0325533333,-78.8969716667,,Thryothorus ludovicianus,Carolina Wren,Aves,7513,Animalia,Chordata,Aves
21191751,3/10/19,,research,36.0326,-78.8970866667,,Zonotrichia albicollis,White-throated Sparrow,Aves,9184,Animalia,Chordata,Aves
21191752,3/10/19,2019-03-10 12:16:00 UTC,research,36.0327566667,-78.895705,,Acanthocephala declivis,Giant Leaf-footed Bug,Insecta,84994,Animalia,Arthropoda,Insecta
21191754,3/10/19,2019-03-10 12:30:00 UTC,research,36.032165,-78.8950383333,,Larus delawarensis,Ring-billed Gull,Aves,4364,Animalia,Chordata,Aves
21233839,3/14/19,2019-03-14 17:22:52 UTC,research,36.0328878137,-78.8958821633,,Scincella lateralis,Little Brown Skink,Reptilia,60349,Animalia,Chordata,Reptilia
21283729,3/16/19,2019-03-16 13:17:35 UTC,research,36.02462695,-78.89943455,,Ficaria verna,lesser celandine,Plantae,204321,Plantae,Tracheophyta,Magnoliopsida
21292281,3/16/19,2019-03-16 18:48:20 UTC,research,36.0298289638,-78.8974886388,,Lamium purpureum,red deadnettle,Plantae,55851,Plantae,Tracheophyta,Magnoliopsida
21292666,3/16/19,2019-03-16 19:00:17 UTC,research,36.0298896907,-78.8974425384,,Veronica persica,bird's-eye speedwell,Plantae,55666,Plantae,Tracheophyta,Magnoliopsida
21294096,3/16/19,2019-03-16 19:49:23 UTC,research,36.010153913,-78.8929260337,,Ficaria verna,lesser celandine,Plantae,204321,Plantae,Tracheophyta,Magnoliopsida
21294105,3/16/19,2019-03-16 19:50:06 UTC,research,36.0101402086,-78.8928473276,,Ficaria verna,lesser celandine,Plantae,204321,Plantae,Tracheophyta,Magnoliopsida
21294134,3/16/19,2019-03-16 19:50:53 UTC,research,36.0104252771,-78.8929693681,,Ficaria verna,lesser celandine,Plantae,204321,Plantae,Tracheophyta,Magnoliopsida
21294221,3/16/19,2019-03-16 19:53:13 UTC,research,36.0118839797,-78.8927982935,,Ficaria verna,lesser celandine,Plantae,204321,Plantae,Tracheophyta,Magnoliopsida
21306449,10/19/18,2018-10-19 15:16:59 UTC,research,36.0061680269,-78.8450482676,,Vespula maculifrons,Eastern Yellowjacket,Insecta,119994,Animalia,Arthropoda,Insecta
21316636,3/17/19,2019-03-17 13:14:43 UTC,research,36.0179668106,-78.886634661,,Larus delawarensis,Ring-billed Gull,Aves,4364,Animalia,Chordata,Aves
21383939,6/6/18,2018-06-06 19:20:06 UTC,research,36.0079388833,-78.9094616667,,Sialia sialis,Eastern Bluebird,Aves,12942,Animalia,Chordata,Aves
21383949,6/2/18,2018-06-02 20:31:50 UTC,research,36.0313083333,-78.8956216667,,Cardinalis cardinalis,Northern Cardinal,Aves,9083,Animalia,Chordata,Aves
21432707,3/20/19,2019-03-20 22:11:27 UTC,research,36.0094223824,-78.9223031794,,Mimus polyglottos,Northern Mockingbird,Aves,14886,Animalia,Chordata,Aves
21455375,3/21/19,2019-03-21 17:25:20 UTC,research,36.02308303,-78.89255568,,Ficaria verna,lesser celandine,Plantae,204321,Plantae,Tracheophyta,Magnoliopsida
21489789,3/22/19,2019-03-22 18:46:07 UTC,research,36.0014305115,-78.9104690552,,Sherardia arvensis,Field madder,Plantae,47691,Plantae,Tracheophyta,Magnoliopsida
21490073,3/22/19,2019-03-22 18:58:25 UTC,research,36.0053329468,-78.9109115601,,Vinca minor,lesser periwinkle,Plantae,55844,Plantae,Tracheophyta,Magnoliopsida
21490285,3/22/19,2019-03-22 19:09:07 UTC,research,36.0005683899,-78.908493042,,Lamium purpureum,red deadnettle,Plantae,55851,Plantae,Tracheophyta,Magnoliopsida
21495186,3/22/19,2019-03-22 21:40:39 UTC,research,36.0048179626,-78.9058380127,,Viola bicolor,American field pansy,Plantae,57631,Plantae,Tracheophyta,Magnoliopsida
21495193,3/22/19,2019-03-22 21:40:58 UTC,research,36.0048179626,-78.9058380127,,Houstonia pusilla,tiny bluet,Plantae,125101,Plantae,Tracheophyta,Magnoliopsida
21516149,3/23/19,2019-03-23 15:34:26 UTC,research,35.9975547791,-78.9009780884,,Senecio vulgaris,common groundsel,Plantae,53211,Plantae,Tracheophyta,Magnoliopsida
21520663,3/23/19,2019-03-23 17:46:15 UTC,research,36.0085438332,-78.9219781291,,Lamium purpureum,red deadnettle,Plantae,55851,Plantae,Tracheophyta,Magnoliopsida
21564650,3/24/19,2019-03-24 19:08:54 UTC,research,36.0000333333,-78.9012083333,,Youngia japonica,Oriental false hawksbeard,Plantae,127066,Plantae,Tracheophyta,Magnoliopsida
21596826,3/25/19,2019-03-25 14:33:26 UTC,research,36.0140385479,-78.9011735749,,Ficaria verna,lesser celandine,Plantae,204321,Plantae,Tracheophyta,Magnoliopsida
21597344,3/25/19,2019-03-25 14:48:56 UTC,research,36.0149972281,-78.900665883,,Ficaria verna,lesser celandine,Plantae,204321,Plantae,Tracheophyta,Magnoliopsida
21599860,3/25/19,2019-03-25 16:03:48 UTC,research,36.02781086,-78.89583818,,Ficaria verna,lesser celandine,Plantae,204321,Plantae,Tracheophyta,Magnoliopsida
21599978,3/25/19,2019-03-25 16:15:27 UTC,research,36.0284235,-78.89573912,,Ficaria verna,lesser celandine,Plantae,204321,Plantae,Tracheophyta,Magnoliopsida
21605706,3/25/19,2019-03-25 19:21:05 UTC,research,36.02439093,-78.92536136,,Ficaria verna,lesser celandine,Plantae,204321,Plantae,Tracheophyta,Magnoliopsida
21635198,3/26/19,2019-03-26 17:17:21 UTC,research,35.9971237183,-78.9103088379,,Ipheion uniflorum,Spring starflower,Plantae,77493,Plantae,Tracheophyta,Liliopsida
21743095,3/29/19,2019-03-29 17:29:24 UTC,research,36.0319906148,-78.8950086013,,Xylocopa virginica,Eastern Carpenter Bee,Insecta,51110,Animalia,Arthropoda,Insecta
21743997,3/29/19,2019-03-29 17:55:24 UTC,research,36.0324289045,-78.8951024786,,Xylocopa virginica,Eastern Carpenter Bee,Insecta,51110,Animalia,Arthropoda,Insecta
21745186,3/29/19,2019-03-29 18:06:44 UTC,research,36.0062103271,-78.9146575928,,Mimus polyglottos,Northern Mockingbird,Aves,14886,Animalia,Chordata,Aves
21745821,3/29/19,2019-03-29 18:26:54 UTC,research,36.0001907349,-78.9102859497,,Galium aparine,catchweed bedstraw,Plantae,53059,Plantae,Tracheophyta,Magnoliopsida
21745996,3/29/19,2019-03-29 18:26:48 UTC,research,36.0001907349,-78.9102859497,,Geranium carolinianum,Carolina crane's-bill,Plantae,58917,Plantae,Tracheophyta,Magnoliopsida
21746004,3/29/19,2019-03-29 18:28:44 UTC,research,35.9977111816,-78.9102325439,,Sherardia arvensis,Field madder,Plantae,47691,Plantae,Tracheophyta,Magnoliopsida
21758384,3/29/19,2019-03-29 18:28:51 UTC,research,35.9991264343,-78.9104690552,,Vicia sativa,Common Vetch,Plantae,53324,Plantae,Tracheophyta,Magnoliopsida
21758390,3/29/19,2019-03-29 18:30:56 UTC,research,35.9981651306,-78.9104995728,,Cardamine hirsuta,hairy bittercress,Plantae,55829,Plantae,Tracheophyta,Magnoliopsida
21772175,3/29/19,2019-03-29 18:40:30 UTC,research,36.0138277833,-78.932275,,Mimus polyglottos,Northern Mockingbird,Aves,14886,Animalia,Chordata,Aves
21785073,3/30/19,2019-03-30 15:02:06 UTC,research,36.0325180311,-78.8962049352,,Armadillidium nasatum,Nosy Pill Woodlouse,Animalia,210119,Animalia,Arthropoda,Malacostraca
21836338,3/31/19,2019-03-31 18:01:55 UTC,research,35.9993591309,-78.9000930786,,Erodium cicutarium,Redstem Stork's-bill,Plantae,47687,Plantae,Tracheophyta,Magnoliopsida
21866395,3/30/19,2019-03-30 15:10:01 UTC,research,36.0318450928,-78.9370269775,,Taraxacum officinale,common dandelion,Plantae,47602,Plantae,Tracheophyta,Magnoliopsida
21866399,3/30/19,2019-03-30 15:03:56 UTC,research,36.0314941406,-78.9359512329,,Solenopsis invicta,Red Imported Fire Ant,Insecta,67598,Animalia,Arthropoda,Insecta
21966598,10/17/15,2015-10-17 14:05:00 UTC,research,36.0293363889,-78.9741147222,,Danaus plexippus,Monarch,Insecta,48662,Animalia,Arthropoda,Insecta
22258593,4/9/19,2019-04-09 22:53:59 UTC,research,36.001305515,-78.9081298002,,Lamium purpureum,red deadnettle,Plantae,55851,Plantae,Tracheophyta,Magnoliopsida
22265752,3/30/19,,research,36.0316733333,-78.89627,,Lophodytes cucullatus,Hooded Merganser,Aves,7109,Animalia,Chordata,Aves
22265753,3/30/19,,research,36.031635,-78.8963266667,,Branta canadensis,Canada Goose,Aves,7089,Animalia,Chordata,Aves
22265755,3/30/19,,research,36.03162,-78.896265,,Setophaga coronata,Yellow-rumped Warbler,Aves,145245,Animalia,Chordata,Aves
22265759,3/30/19,,research,36.0317666667,-78.8967266667,,Marmota monax,Groundhog,Mammalia,46095,Animalia,Chordata,Mammalia
22265760,3/30/19,,research,36.0319283333,-78.8973466667,,Sayornis phoebe,Eastern Phoebe,Aves,17008,Animalia,Chordata,Aves
22265761,3/30/19,,research,36.0319433333,-78.8973533333,,Sayornis phoebe,Eastern Phoebe,Aves,17008,Animalia,Chordata,Aves
22265762,3/30/19,,research,36.03184,-78.897345,,Lithobates palustris,Pickerel Frog,Amphibia,66002,Animalia,Chordata,Amphibia
22265764,3/30/19,,research,36.0318316667,-78.89738,,Lithobates catesbeianus,American Bullfrog,Amphibia,65979,Animalia,Chordata,Amphibia
22265765,3/30/19,,research,36.03184,-78.8973683333,,Lithobates palustris,Pickerel Frog,Amphibia,66002,Animalia,Chordata,Amphibia
22265766,3/30/19,,research,36.03229,-78.8968866667,,Lithobates catesbeianus,American Bullfrog,Amphibia,65979,Animalia,Chordata,Amphibia
22265768,3/30/19,,research,36.03258,-78.8961833333,,Poecile carolinensis,Carolina Chickadee,Aves,144814,Animalia,Chordata,Aves
22265771,3/30/19,,research,36.0328433333,-78.8949,,Lithobates catesbeianus,American Bullfrog,Amphibia,65979,Animalia,Chordata,Amphibia
22265772,3/30/19,,research,36.0313316667,-78.895725,,Catharus guttatus,Hermit Thrush,Aves,12890,Animalia,Chordata,Aves
22265774,3/30/19,,research,36.031315,-78.89569,,Setophaga coronata,Yellow-rumped Warbler,Aves,145245,Animalia,Chordata,Aves
22265775,3/30/19,,research,36.0313133333,-78.8956183333,,Setophaga pinus,Pine Warbler,Aves,145244,Animalia,Chordata,Aves
22292494,4/10/19,2019-04-10 18:39:35 UTC,research,35.99382,-78.8936383333,,Toxicodendron radicans,poison ivy,Plantae,58732,Plantae,Tracheophyta,Magnoliopsida
22302220,4/10/19,2019-04-10 21:53:31 UTC,research,36.0275783959,-78.9056320195,,Harmonia axyridis,Asian Lady Beetle,Insecta,48484,Animalia,Arthropoda,Insecta
22318652,4/10/19,2019-04-10 21:07:07 UTC,research,36.0707055,-78.8014216667,,Thamnophis sirtalis sirtalis,Eastern Garter Snake,Reptilia,28365,Animalia,Chordata,Reptilia
22377205,4/12/19,2019-04-12 17:54:44 UTC,research,36.0314335116,-78.8977643196,,Berberis bealei,leatherleaf mahonia,Plantae,277657,Plantae,Tracheophyta,Magnoliopsida
22378738,4/12/19,2019-04-12 18:34:03 UTC,research,36.0325711035,-78.8966222853,,Ajuga reptans,carpet bugle,Plantae,56099,Plantae,Tracheophyta,Magnoliopsida
22378820,4/12/19,2019-04-12 18:35:40 UTC,research,36.0327420943,-78.8958524075,,Glechoma hederacea,ground-ivy,Plantae,55830,Plantae,Tracheophyta,Magnoliopsida
22580474,4/16/19,2019-04-16 22:35:44 UTC,research,36.02943616,-78.89250847,,Malacosoma americana,Eastern Tent Caterpillar Moth,Insecta,211100,Animalia,Arthropoda,Insecta
22615650,2/8/17,2017-02-08 14:58:00 UTC,research,36.0191194444,-78.8827888889,,Lithobates catesbeianus,American Bullfrog,Amphibia,65979,Animalia,Chordata,Amphibia
22620937,4/17/19,2019-04-17 18:08:30 UTC,research,36.001575,-78.9099416667,,Salvia lyrata,lyreleaf sage,Plantae,64093,Plantae,Tracheophyta,Magnoliopsida
22620967,4/17/19,2019-04-17 18:09:42 UTC,research,36.001594445,-78.90998,,Oxalis articulata,pink-sorrel,Plantae,57805,Plantae,Tracheophyta,Magnoliopsida
22621051,4/17/19,2019-04-17 18:11:45 UTC,research,36.0015833333,-78.90992,,Trifolium repens,white clover,Plantae,55745,Plantae,Tracheophyta,Magnoliopsida
22622578,4/17/19,2019-04-17 19:44:43 UTC,research,36.0056544654,-78.9032904246,,Odontotaenius disjunctus,Horned Passalus Beetle,Insecta,122214,Animalia,Arthropoda,Insecta
22622658,4/17/19,2019-04-17 19:46:24 UTC,research,36.0059077246,-78.9031382092,,Apis mellifera,Western Honey Bee,Insecta,47219,Animalia,Arthropoda,Insecta
22622736,4/17/19,2019-04-17 19:48:02 UTC,research,36.0061369278,-78.9030692261,,Malacosoma americana,Eastern Tent Caterpillar Moth,Insecta,211100,Animalia,Arthropoda,Insecta
22625871,4/17/19,2019-04-17 20:52:39 UTC,research,36.0050272476,-78.9085006994,,Mimus polyglottos,Northern Mockingbird,Aves,14886,Animalia,Chordata,Aves
22631065,4/17/19,2019-04-17 22:43:04 UTC,research,35.997855,-78.907045,,Mutinus elegans,devil's dipstick,Fungi,84271,Fungi,Basidiomycota,Agaricomycetes
22768530,4/20/19,2019-04-20 18:04:32 UTC,research,36.0330888333,-78.8996883333,,Epargyreus clarus,Silver-spotted Skipper,Insecta,81559,Animalia,Arthropoda,Insecta
22768583,4/20/19,2019-04-20 18:11:16 UTC,research,36.0297,-78.9030533333,,Salvia lyrata,lyreleaf sage,Plantae,64093,Plantae,Tracheophyta,Magnoliopsida
22771683,4/20/19,2019-04-20 19:17:42 UTC,research,36.000139,-78.90937944,,Antirrhinum majus,Snapdragon,Plantae,48969,Plantae,Tracheophyta,Magnoliopsida
22792351,4/20/19,2019-04-21 01:48:02 UTC,research,35.9996741033,-78.9060631581,,Plathemis lydia,Common Whitetail,Insecta,84549,Animalia,Arthropoda,Insecta
22800398,4/20/19,2019-04-20 23:12:10 UTC,research,35.9975013733,-78.9008331299,,Sturnus vulgaris,European Starling,Aves,14850,Animalia,Chordata,Aves
22818067,4/21/19,2019-04-21 15:23:06 UTC,research,36.030190182,-78.898421377,,Plathemis lydia,Common Whitetail,Insecta,84549,Animalia,Arthropoda,Insecta
22899001,4/22/19,2019-04-22 19:10:26 UTC,research,35.9982452393,-78.9101409912,,Sisyrinchium rosulatum,Annual Blue-eyed Grass,Plantae,169028,Plantae,Tracheophyta,Liliopsida
22902887,4/22/19,2019-04-22 20:09:08 UTC,research,36.0240576882,-78.9246718214,,Impatiens capensis,common jewelweed,Plantae,47888,Plantae,Tracheophyta,Magnoliopsida
22913698,4/15/19,2019-04-15 20:18:54 UTC,research,36.0242572578,-78.8960965571,,Chortophaga viridifasciata,Green-striped Grasshopper,Insecta,126600,Animalia,Arthropoda,Insecta
23000325,4/24/19,2019-04-24 15:44:39 UTC,research,35.9974098206,-78.9088287354,,Modiola caroliniana,Carolina Bristlemallow,Plantae,78087,Plantae,Tracheophyta,Magnoliopsida
23062585,4/25/19,2019-04-25 17:49:16 UTC,research,36.0042083333,-78.9025633333,,Robinia hispida,Bristly locust,Plantae,129107,Plantae,Tracheophyta,Magnoliopsida
23083351,4/25/19,2019-04-26 00:23:21 UTC,research,36.01007406,-78.90587115,,Necrophila americana,American Carrion Beetle,Insecta,81746,Animalia,Arthropoda,Insecta
23156865,4/26/19,2019-04-26 16:10:31 UTC,research,36.023479756,-78.9286284988,,Impatiens capensis,common jewelweed,Plantae,47888,Plantae,Tracheophyta,Magnoliopsida
23195116,4/17/19,2019-04-17 22:31:02 UTC,research,36.026400975,-78.8971025684,,Calycanthus floridus,Carolina sweetshrub,Plantae,126485,Plantae,Tracheophyta,Magnoliopsida
23195171,4/26/19,2019-04-26 18:59:53 UTC,research,36.0260594543,-78.8971363474,,Dryobates pubescens,Downy Woodpecker,Aves,792988,Animalia,Chordata,Aves
23378449,4/27/19,2019-04-27 15:00:30 UTC,research,36.0310366704,-78.898712732,,Parthenocissus quinquefolia,Virginia creeper,Plantae,50278,Plantae,Tracheophyta,Magnoliopsida
23379256,4/27/19,2019-04-27 15:03:10 UTC,research,36.0308579263,-78.8985036873,,Dryopteris erythrosora,autumn fern,Plantae,137722,Plantae,Tracheophyta,Polypodiopsida
23401151,4/27/19,2019-04-27 15:05:15 UTC,research,36.03093463,-78.89840051,,Aesculus pavia,Red Buckeye,Plantae,81708,Plantae,Tracheophyta,Magnoliopsida
23401941,4/27/19,2019-04-27 16:32:00 UTC,research,36.03138167,-78.89763102,,Quercus alba,white oak,Plantae,54779,Plantae,Tracheophyta,Magnoliopsida
23448932,4/27/19,2019-04-27 19:35:16 UTC,research,36.0302724084,-78.8990025782,,Lonicera sempervirens,coral honeysuckle,Plantae,119809,Plantae,Tracheophyta,Magnoliopsida
23644877,4/28/19,2019-04-28 14:38:06 UTC,research,36.0135638833,-78.9212633333,,Youngia japonica,Oriental false hawksbeard,Plantae,127066,Plantae,Tracheophyta,Magnoliopsida
23917772,4/29/19,2019-04-29 14:04:30 UTC,research,35.9882583618,-78.8775634766,,Vespa crabro,European Hornet,Insecta,54327,Animalia,Arthropoda,Insecta
24295394,4/30/19,2019-04-30 21:11:52 UTC,research,36.005279541,-78.9108352661,,Sialia sialis,Eastern Bluebird,Aves,12942,Animalia,Chordata,Aves
24365421,5/2/19,2019-05-02 12:55:51 UTC,research,36.01561704,-78.88706335,,Alliaria petiolata,garlic mustard,Plantae,56061,Plantae,Tracheophyta,Magnoliopsida
24368222,5/2/19,2019-05-02 13:57:35 UTC,research,36.01847941,-78.88064419,,Alliaria petiolata,garlic mustard,Plantae,56061,Plantae,Tracheophyta,Magnoliopsida
24370184,5/2/19,2019-05-02 14:30:17 UTC,research,36.02220547,-78.87062968,,Alliaria petiolata,garlic mustard,Plantae,56061,Plantae,Tracheophyta,Magnoliopsida
24373404,5/2/19,2019-05-02 15:21:35 UTC,research,36.02107824,-78.87215161,,Alliaria petiolata,garlic mustard,Plantae,56061,Plantae,Tracheophyta,Magnoliopsida
24414199,5/2/19,2019-05-03 02:06:33 UTC,research,36.001082179,-78.9068563372,,Scutigera coleoptrata,House Centipede,Animalia,49552,Animalia,Arthropoda,Chilopoda
24438986,5/3/19,2019-05-03 13:36:55 UTC,research,36.02417512,-78.86840507,,Alliaria petiolata,garlic mustard,Plantae,56061,Plantae,Tracheophyta,Magnoliopsida
24442175,5/3/19,2019-05-03 14:34:23 UTC,research,36.02704658,-78.86587337,,Alliaria petiolata,garlic mustard,Plantae,56061,Plantae,Tracheophyta,Magnoliopsida
24445459,5/3/19,2019-05-03 15:36:04 UTC,research,36.02636497,-78.8660406,,Alliaria petiolata,garlic mustard,Plantae,56061,Plantae,Tracheophyta,Magnoliopsida
24476022,5/3/19,2019-05-03 23:42:00 UTC,research,36.0058642645,-78.9110717644,,Oenothera speciosa,Pinkladies,Plantae,48625,Plantae,Tracheophyta,Magnoliopsida
24477628,4/28/19,2019-04-28 12:47:00 UTC,research,36.03015,-78.8984116667,,Erythemis simplicicollis,Eastern Pondhawk,Insecta,61495,Animalia,Arthropoda,Insecta
24477630,4/28/19,2019-04-28 12:58:00 UTC,research,36.031805421,-78.8969246786,,Lithobates catesbeianus,American Bullfrog,Amphibia,65979,Animalia,Chordata,Amphibia
24477631,4/28/19,,research,36.0317983333,-78.8968083333,,Trachemys scripta scripta,Yellow-bellied Slider,Reptilia,39793,Animalia,Chordata,Reptilia
24477633,4/28/19,,research,36.0317916667,-78.8973366667,,Lithobates catesbeianus,American Bullfrog,Amphibia,65979,Animalia,Chordata,Amphibia
24477634,4/28/19,2019-04-28 12:54:00 UTC,research,36.0316633333,-78.8962483333,,Plathemis lydia,Common Whitetail,Insecta,84549,Animalia,Arthropoda,Insecta
24477635,4/28/19,,research,36.032185,-78.8967616667,,Dumetella carolinensis,Gray Catbird,Aves,14995,Animalia,Chordata,Aves
24477636,4/28/19,,research,36.032215,-78.8967033333,,Stelgidopteryx serripennis,Northern Rough-winged Swallow,Aves,11970,Animalia,Chordata,Aves
24477638,4/28/19,,research,36.0322233333,-78.896675,,Stelgidopteryx serripennis,Northern Rough-winged Swallow,Aves,11970,Animalia,Chordata,Aves
24477639,4/28/19,,research,36.03256,-78.89642,,Gambusia holbrooki,Eastern Mosquitofish,Actinopterygii,101204,Animalia,Chordata,Actinopterygii
24477644,4/28/19,,research,36.0325733333,-78.8964116667,,Plathemis lydia,Common Whitetail,Insecta,84549,Animalia,Arthropoda,Insecta
24477645,4/28/19,,research,36.0326383333,-78.8948583333,,Pipilo erythrophthalmus,Eastern Towhee,Aves,9424,Animalia,Chordata,Aves
24477647,4/28/19,,research,36.0313016667,-78.8956783333,,Poecile carolinensis,Carolina Chickadee,Aves,144814,Animalia,Chordata,Aves
24477648,4/28/19,,research,36.0312766667,-78.8956116667,,Melanerpes carolinus,Red-bellied Woodpecker,Aves,18205,Animalia,Chordata,Aves
24523707,5/4/19,2019-05-04 12:58:16 UTC,research,36.0007133484,-78.9021987915,,Limenitis arthemis astyanax,Red-spotted Purple,Insecta,58585,Animalia,Arthropoda,Insecta
24695300,5/6/19,2019-05-06 20:25:13 UTC,research,36.0016670227,-78.9049987793,,Buteo lineatus,Red-shouldered Hawk,Aves,5206,Animalia,Chordata,Aves
24728982,5/7/19,2019-05-07 14:34:41 UTC,research,36.0229,-78.8582916667,,Podophyllum peltatum,mayapple,Plantae,49288,Plantae,Tracheophyta,Magnoliopsida
24743591,5/7/19,2019-05-07 18:51:48 UTC,research,36.0229721667,-78.8594666667,,Goodyera pubescens,downy rattlesnake plantain,Plantae,62406,Plantae,Tracheophyta,Liliopsida
24751586,5/7/19,2019-05-07 21:18:45 UTC,research,36.0227288632,-78.8810391539,,Liquidambar styraciflua,American sweetgum,Plantae,49658,Plantae,Tracheophyta,Magnoliopsida
24751634,5/7/19,2019-05-07 21:19:06 UTC,research,36.0227477225,-78.8809411694,,Phytolacca americana,American pokeweed,Plantae,48599,Plantae,Tracheophyta,Magnoliopsida
24779331,5/8/19,2019-05-08 12:37:22 UTC,research,36.0234111667,-78.86062,,Impatiens capensis,common jewelweed,Plantae,47888,Plantae,Tracheophyta,Magnoliopsida
24785263,5/8/19,2019-05-08 15:00:55 UTC,research,36.0015106201,-78.9113845825,,Triodanis biflora,Venus's looking-glass,Plantae,79440,Plantae,Tracheophyta,Magnoliopsida
24790467,5/8/19,2019-05-08 16:38:59 UTC,research,36.0324124759,-78.8958652318,,Berberis bealei,leatherleaf mahonia,Plantae,277657,Plantae,Tracheophyta,Magnoliopsida
24790687,5/8/19,2019-05-08 16:46:09 UTC,research,36.025255842,-78.9008526968,,Potentilla indica,mock strawberry,Plantae,243824,Plantae,Tracheophyta,Magnoliopsida
24792212,5/8/19,2019-05-08 17:21:08 UTC,research,36.031088722,-78.8972958551,,Calycanthus floridus,Carolina sweetshrub,Plantae,126485,Plantae,Tracheophyta,Magnoliopsida
24804681,5/8/19,2019-05-08 19:48:24 UTC,research,36.0254620342,-78.9069341217,,Packera anonyma,Small's ragwort,Plantae,67825,Plantae,Tracheophyta,Magnoliopsida
24804691,5/8/19,2019-05-08 20:00:17 UTC,research,36.0244901944,-78.902813159,,Toxicodendron radicans,poison ivy,Plantae,58732,Plantae,Tracheophyta,Magnoliopsida
24804715,5/8/19,2019-05-08 20:01:28 UTC,research,36.0245027254,-78.9026361332,,Campsis radicans,American trumpet vine,Plantae,75995,Plantae,Tracheophyta,Magnoliopsida
24804723,5/8/19,2019-05-08 20:01:46 UTC,research,36.0244948464,-78.9026088082,,Acer rubrum,red maple,Plantae,48098,Plantae,Tracheophyta,Magnoliopsida
24804758,5/8/19,2019-05-08 20:03:38 UTC,research,36.0244540265,-78.9026119933,,Gelsemium sempervirens,yellow jessamine,Plantae,83070,Plantae,Tracheophyta,Magnoliopsida
24804770,5/8/19,2019-05-08 20:04:03 UTC,research,36.0244070459,-78.9025914577,,Liquidambar styraciflua,American sweetgum,Plantae,49658,Plantae,Tracheophyta,Magnoliopsida
24804797,5/8/19,2019-05-08 20:04:50 UTC,research,36.0243826965,-78.9025291801,,Liriodendron tulipifera,tulip tree,Plantae,53582,Plantae,Tracheophyta,Magnoliopsida
24804817,5/8/19,2019-05-08 20:05:11 UTC,research,36.0244405317,-78.902552398,,Vinca minor,lesser periwinkle,Plantae,55844,Plantae,Tracheophyta,Magnoliopsida
24804922,5/8/19,2019-05-08 20:10:05 UTC,research,36.0243196227,-78.902474111,,Salvia lyrata,lyreleaf sage,Plantae,64093,Plantae,Tracheophyta,Magnoliopsida
24804930,5/8/19,2019-05-08 20:11:30 UTC,research,36.0244068364,-78.9024322853,,Parthenocissus quinquefolia,Virginia creeper,Plantae,50278,Plantae,Tracheophyta,Magnoliopsida
24804937,5/8/19,2019-05-08 20:11:54 UTC,research,36.024416266,-78.9024285973,,Phytolacca americana,American pokeweed,Plantae,48599,Plantae,Tracheophyta,Magnoliopsida
24804968,5/8/19,2019-05-08 20:14:50 UTC,research,36.0243487079,-78.9023485501,,Ligustrum sinense,Chinese privet,Plantae,128769,Plantae,Tracheophyta,Magnoliopsida
24805001,5/8/19,2019-05-08 20:19:20 UTC,research,36.0237562331,-78.9017773234,,Didelphis virginiana,Virginia Opossum,Mammalia,42652,Animalia,Chordata,Mammalia
24805071,5/8/19,2019-05-08 20:29:35 UTC,research,36.0220123362,-78.8975196519,,Trifolium repens,white clover,Plantae,55745,Plantae,Tracheophyta,Magnoliopsida
24805095,5/8/19,2019-05-08 20:32:04 UTC,research,36.0225631111,-78.897886444,,Bignonia capreolata,cross vine,Plantae,67823,Plantae,Tracheophyta,Magnoliopsida
